"Kod";"Nazwa";"wypadki ogółem;1999;[szt.]";"wypadki ogółem;2000;[szt.]";"wypadki ogółem;2001;[szt.]";"wypadki ogółem;2002;[szt.]";"wypadki ogółem;2003;[szt.]";"wypadki ogółem;2004;[szt.]";"wypadki ogółem;2005;[szt.]";"wypadki ogółem;2006;[szt.]";"wypadki ogółem;2007;[szt.]";"wypadki ogółem;2008;[szt.]";"wypadki ogółem;2009;[szt.]";"wypadki ogółem;2010;[szt.]";"wypadki ogółem;2011;[szt.]";"wypadki ogółem;2012;[szt.]";"wypadki ogółem;2013;[szt.]";"wypadki ogółem;2014;[szt.]";"wypadki ogółem;2015;[szt.]";"wypadki ogółem;2016;[szt.]";"wypadki ogółem;2017;[szt.]";"wypadki ogółem;2018;[szt.]";"wypadki ogółem;2019;[szt.]";"wypadki ogółem;2020;[szt.]";"wypadki ogółem;2021;[szt.]";"wypadki ogółem;2022;[szt.]";"wypadki ogółem;2023;[szt.]";"wypadki ogółem;2024;[szt.]";
1820022;"Gorzyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;5;
1820032;"Grębów (2)";;;;;;;;;;;;;;;;;;;;;;;;;12;10;
1820043;"Nowa Dęba (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;9;
1821000;"Powiat leski";;;;;;;;;;;;;23;12;21;10;17;15;15;13;16;9;10;13;16;11;
1821012;"Baligród (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
1821022;"Cisna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
1821033;"Lesko (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;2;
1821042;"Olszanica (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
1821052;"Solina (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
1861000;"Powiat m. Krosno";;;;;;;;;;;;;38;28;24;57;46;22;10;18;35;12;14;12;23;11;
1861011;"Krosno (1)";;;;;;;;;;;;;;;;;;;;;;;;;22;11;
1862000;"Powiat m. Przemyśl";;;;;;;;;;;;;20;31;21;15;18;18;20;16;19;15;10;13;20;19;
1862011;"Przemyśl (1)";;;;;;;;;;;;;;;;;;;;;;;;;20;19;
1863000;"Powiat m. Rzeszów";;;;;;;;;;;;;427;384;366;407;385;408;425;314;328;243;238;224;245;228;
1863011;"Rzeszów (1)";;;;;;;;;;;;;;;;;;;;;;;;;245;228;
1864000;"Powiat m. Tarnobrzeg";;;;;;;;;;;;;28;17;26;28;32;32;44;63;52;40;40;33;35;16;
1864011;"Tarnobrzeg (1)";;;;;;;;;;;;;;;;;;;;;;;;;35;16;
2000000;"PODLASKIE";;1538;1407;1452;1361;1226;1185;1135;1162;1136;1041;847;818;767;738;692;690;686;693;672;585;430;433;333;347;347;
2001000;"Powiat augustowski";;;;;;;;;;;;;46;55;58;40;34;42;29;25;34;28;21;14;12;13;
2001011;"Augustów (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;10;
2001022;"Augustów (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2001043;"Lipsk (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2001052;"Nowinka (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2001062;"Płaska (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2002000;"Powiat białostocki";;;;;;;;;;;;;117;98;105;95;113;103;101;92;74;53;47;38;47;34;
2002013;"Choroszcz (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2002023;"Czarna Białostocka (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2002032;"Dobrzyniewo Duże (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
2002042;"Gródek (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2002052;"Juchnowiec Kościelny (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;1;
2002063;"Łapy (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;2;
2002073;"Michałowo (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2002082;"Poświętne (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2002093;"Supraśl (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2002112;"Turośń Kościelna (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2002123;"Tykocin (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2002133;"Wasilków (3)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
2002143;"Zabłudów (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;6;
2002152;"Zawady (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2003000;"Powiat bielski";;;;;;;;;;;;;54;45;28;32;30;30;40;44;53;27;22;23;19;23;
2003011;"Bielsk Podlaski (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
2003021;"Brańsk (1)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2003032;"Bielsk Podlaski (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;6;
2003042;"Boćki (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2003052;"Brańsk (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2003062;"Orla (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2003072;"Rudka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2003082;"Wyszki (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2004000;"Powiat grajewski";;;;;;;;;;;;;26;19;21;35;34;22;33;30;22;20;19;21;21;19;
2004011;"Grajewo (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2004022;"Grajewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;4;
2004032;"Radziłów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2004043;"Rajgród (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2004053;"Szczuczyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;8;
2004062;"Wąsosz (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2005000;"Powiat hajnowski";;;;;;;;;;;;;24;21;15;21;23;25;15;22;22;13;13;16;11;12;
2005011;"Hajnówka (1)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2005022;"Białowieża (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2005032;"Czeremcha (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2005052;"Dubicze Cerkiewne (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2005082;"Narew (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2005092;"Narewka (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;0;
2006000;"Powiat kolneński";;;;;;;;;;;;;26;25;19;22;18;22;21;27;17;17;16;7;9;12;
2006011;"Kolno (1)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2006022;"Grabowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
2006032;"Kolno (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2006042;"Mały Płock (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2006053;"Stawiski (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2007000;"Powiat łomżyński";;;;;;;;;;;;;61;46;49;44;42;43;36;40;35;31;35;22;27;25;
2007022;"Łomża (2)";;;;;;;;;;;;;;;;;;;;;;;;;11;5;
2007032;"Miastkowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2007043;"Nowogród (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2007052;"Piątnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;12;
2007062;"Przytuły (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2007072;"Śniadowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2007082;"Wizna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2007092;"Zbójna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2008000;"Powiat moniecki";;;;;;;;;;;;;22;24;20;25;26;33;33;33;31;22;17;16;15;12;
2008013;"Goniądz (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2008022;"Jasionówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2008032;"Jaświły (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2008043;"Knyszyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2008052;"Krypno (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2008063;"Mońki (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;7;
2008072;"Trzcianne (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2009000;"Powiat sejneński";;;;;;;;;;;;;9;13;10;11;8;9;14;8;11;7;9;8;4;3;
2009022;"Giby (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2009032;"Krasnopol (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2009042;"Puńsk (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2009052;"Sejny (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2010000;"Powiat siemiatycki";;;;;;;;;;;;;39;29;39;27;46;30;28;36;25;25;20;12;17;15;
2010011;"Siemiatycze (1)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2010023;"Drohiczyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
2010032;"Dziadkowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2010042;"Grodzisk (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2010052;"Mielnik (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2010062;"Milejczyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2010072;"Nurzec-Stacja (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2010092;"Siemiatycze (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2011000;"Powiat sokólski";;;;;;;;;;;;;61;62;50;51;30;26;37;36;31;28;34;21;15;28;
2011013;"Dąbrowa Białostocka (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2011022;"Janów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2011032;"Korycin (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2011043;"Krynki (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2011052;"Kuźnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2011062;"Nowy Dwór (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2011072;"Sidra (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
2011083;"Sokółka (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;9;
2011093;"Suchowola (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;6;
2011102;"Szudziałowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2012000;"Powiat suwalski";;;;;;;;;;;;;37;27;26;28;24;16;29;20;20;13;11;13;9;8;
2012012;"Bakałarzewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2012022;"Filipów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2012032;"Jeleniewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2012052;"Raczki (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2012062;"Rutka-Tartak (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2012072;"Suwałki (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2012082;"Szypliszki (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2013000;"Powiat wysokomazowiecki";;;;;;;;;;;;;44;41;44;33;33;50;39;33;30;29;27;15;19;16;
2013011;"Wysokie Mazowieckie (1)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2013023;"Ciechanowiec (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2013033;"Czyżew (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2013042;"Klukowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2013052;"Kobylin-Borzymy (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2013072;"Nowe Piekuty (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2013082;"Sokoły (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2013093;"Szepietowo (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2013102;"Wysokie Mazowieckie (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
2014000;"Powiat zambrowski";;;;;;;;;;;;;33;27;22;30;25;20;23;26;21;15;20;17;23;16;
2014011;"Zambrów (1)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
2014022;"Kołaki Kościelne (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;4;
2014032;"Rutki (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
2014042;"Szumowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2014052;"Zambrów (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;2;
2061000;"Powiat m. Białystok";;;;;;;;;;;;;150;163;170;138;153;157;163;158;121;69;81;58;73;80;
2061011;"Białystok (1)";;;;;;;;;;;;;;;;;;;;;;;;;73;80;
2062000;"Powiat m. Łomża";;;;;;;;;;;;;38;35;34;28;27;33;19;23;18;15;20;17;13;18;
2062011;"Łomża (1)";;;;;;;;;;;;;;;;;;;;;;;;;13;18;
2063000;"Powiat m. Suwałki";;;;;;;;;;;;;31;37;28;32;24;25;33;19;20;18;21;15;13;13;
2063011;"Suwałki (1)";;;;;;;;;;;;;;;;;;;;;;;;;13;13;
2200000;"POMORSKIE";;3507;3569;3682;3262;3214;3064;2751;3057;3199;2848;2660;2916;2766;2641;2724;2675;2725;2608;2504;2297;1848;1776;1592;1561;1686;
2201000;"Powiat bytowski";;;;;;;;;;;;;110;104;95;120;95;92;94;80;96;86;71;73;65;83;
2201012;"Borzytuchom (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
2201023;"Bytów (3)";;;;;;;;;;;;;;;;;;;;;;;;;30;30;
2201032;"Czarna Dąbrówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
2201042;"Kołczygłowy (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2201052;"Lipnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
2201063;"Miastko (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;18;
2201072;"Parchowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
2201082;"Studzienice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
2201092;"Trzebielino (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;7;
2201102;"Tuchomie (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;3;
2202000;"Powiat chojnicki";;;;;;;;;;;;;99;103;84;105;87;106;103;128;104;89;77;72;78;73;
2202011;"Chojnice (1)";;;;;;;;;;;;;;;;;;;;;;;;;38;30;
2202023;"Brusy (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;11;
2202032;"Chojnice (2)";;;;;;;;;;;;;;;;;;;;;;;;;14;17;
2202043;"Czersk (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;13;
2202052;"Konarzyny (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2203000;"Powiat człuchowski";;;;;;;;;;;;;51;46;47;61;77;84;103;100;95;51;51;59;55;61;
2203011;"Człuchów (1)";;;;;;;;;;;;;;;;;;;;;;;;;11;14;
2203023;"Czarne (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;7;
2203032;"Człuchów (2)";;;;;;;;;;;;;;;;;;;;;;;;;17;20;
2203043;"Debrzno (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;10;
2203052;"Koczała (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2203062;"Przechlewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2203072;"Rzeczenica (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;3;
2204000;"Powiat gdański";;;;;;;;;;;;;230;171;183;200;175;209;186;194;158;146;142;121;111;135;
2204011;"Pruszcz Gdański (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;23;
2204022;"Cedry Wielkie (2)";;;;;;;;;;;;;;;;;;;;;;;;;12;8;
2204032;"Kolbudy (2)";;;;;;;;;;;;;;;;;;;;;;;;;22;17;
2204042;"Pruszcz Gdański (2)";;;;;;;;;;;;;;;;;;;;;;;;;22;47;
2204052;"Przywidz (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;9;
2204062;"Pszczółki (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;8;
2204072;"Suchy Dąb (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
2204082;"Trąbki Wielkie (2)";;;;;;;;;;;;;;;;;;;;;;;;;18;18;
2205000;"Powiat kartuski";;;;;;;;;;;;;242;212;222;212;265;239;226;198;162;135;83;64;52;77;
2205012;"Chmielno (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2205023;"Kartuzy (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;14;
2205032;"Przodkowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;9;
2205042;"Sierakowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;8;
2205052;"Somonino (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;7;
2205062;"Stężyca (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;8;
2205072;"Sulęczyno (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2205083;"Żukowo (3)";;;;;;;;;;;;;;;;;;;;;;;;;17;27;
2206000;"Powiat kościerski";;;;;;;;;;;;;144;126;120;140;133;175;143;137;133;63;71;53;63;60;
2206011;"Kościerzyna (1)";;;;;;;;;;;;;;;;;;;;;;;;;18;8;
2206022;"Dziemiany (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;4;
2206032;"Karsin (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2206042;"Kościerzyna (2)";;;;;;;;;;;;;;;;;;;;;;;;;21;21;
2206052;"Liniewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2206062;"Lipusz (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
2206072;"Nowa Karczma (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;11;
2206082;"Stara Kiszewa (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;9;
2207000;"Powiat kwidzyński";;;;;;;;;;;;;62;78;79;87;103;91;105;93;70;64;55;55;69;68;
2207011;"Kwidzyn (1)";;;;;;;;;;;;;;;;;;;;;;;;;33;21;
2207022;"Gardeja (2)";;;;;;;;;;;;;;;;;;;;;;;;;11;8;
2207032;"Kwidzyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;13;19;
2207043;"Prabuty (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;11;
2207052;"Ryjewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2207062;"Sadlinki (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2208000;"Powiat lęborski";;;;;;;;;;;;;59;37;34;36;36;25;28;22;27;28;33;32;31;29;
2208011;"Lębork (1)";;;;;;;;;;;;;;;;;;;;;;;;;10;12;
2208021;"Łeba (1)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2208032;"Cewice (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
2208042;"Nowa Wieś Lęborska (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;9;
2208052;"Wicko (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2209000;"Powiat malborski";;;;;;;;;;;;;78;81;90;104;82;95;101;82;75;61;60;48;50;52;
2209011;"Malbork (1)";;;;;;;;;;;;;;;;;;;;;;;;;21;24;
2209032;"Lichnowy (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2209042;"Malbork (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;7;
2209062;"Miłoradz (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;4;
2209073;"Nowy Staw (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;8;
2209082;"Stare Pole (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2210000;"Powiat nowodworski";;;;;;;;;;;;;39;43;49;34;57;76;31;13;16;30;24;22;16;27;
2210011;"Krynica Morska (1)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2210023;"Nowy Dwór Gdański (3)";;;;;;;;;;;;;;;;;;;;;;;;;11;13;
2210032;"Ostaszewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2210042;"Stegna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;8;
2210052;"Sztutowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2211000;"Powiat pucki";;;;;;;;;;;;;102;123;113;93;108;93;83;61;71;67;71;39;42;55;
2211011;"Hel (1)";;;;;;;;;;;;;;;;;;;;;;;;;0;4;
2211023;"Jastarnia (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2211031;"Puck (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2211043;"Władysławowo (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;15;
2211052;"Kosakowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;6;
2211062;"Krokowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;11;
2211072;"Puck (2)";;;;;;;;;;;;;;;;;;;;;;;;;12;13;
2212000;"Powiat słupski";;;;;;;;;;;;;101;98;117;125;95;104;78;76;68;69;67;76;77;88;
2212011;"Ustka (1)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
2212022;"Damnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;8;
2212032;"Dębnica Kaszubska (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;11;
2212042;"Główczyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2212053;"Kępice (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;9;
2212062;"Kobylnica (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;10;
2212072;"Potęgowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;12;13;
2212082;"Redzikowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;16;18;
2212092;"Smołdzino (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2212102;"Ustka (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;6;
2213000;"Powiat starogardzki";;;;;;;;;;;;;192;188;179;194;182;168;141;143;136;92;78;71;98;105;
2213013;"Czarna Woda (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2213021;"Skórcz (1)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2213031;"Starogard Gdański (1)";;;;;;;;;;;;;;;;;;;;;;;;;34;33;
2213042;"Bobowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2213052;"Kaliska (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2213062;"Lubichowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;8;
2213072;"Osieczna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2213082;"Osiek (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2213093;"Skarszewy (3)";;;;;;;;;;;;;;;;;;;;;;;;;13;11;
2213102;"Skórcz (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;5;
2213112;"Smętowo Graniczne (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;8;
2213122;"Starogard Gdański (2)";;;;;;;;;;;;;;;;;;;;;;;;;18;17;
2213132;"Zblewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;11;
2214000;"Powiat tczewski";;;;;;;;;;;;;159;155;129;162;164;166;168;145;165;89;98;91;52;77;
2214011;"Tczew (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;26;
2214023;"Gniew (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;11;
2214032;"Morzeszczyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2214043;"Pelplin (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;10;
2214052;"Subkowy (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2214062;"Tczew (2)";;;;;;;;;;;;;;;;;;;;;;;;;13;24;
2215000;"Powiat wejherowski";;;;;;;;;;;;;198;126;182;167;184;164;171;147;159;131;162;139;129;135;
2215011;"Reda (1)";;;;;;;;;;;;;;;;;;;;;;;;;8;8;
2215021;"Rumia (1)";;;;;;;;;;;;;;;;;;;;;;;;;29;26;
2215031;"Wejherowo (1)";;;;;;;;;;;;;;;;;;;;;;;;;27;18;
2215042;"Choczewo (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2215052;"Gniewino (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;10;
2215062;"Linia (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;7;
2215072;"Luzino (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;11;
2215082;"Łęczyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;10;
2215092;"Szemud (2)";;;;;;;;;;;;;;;;;;;;;;;;;14;11;
2215102;"Wejherowo (2)";;;;;;;;;;;;;;;;;;;;;;;;;21;29;
2216000;"Powiat sztumski";;;;;;;;;;;;;37;31;33;22;36;32;35;45;37;33;27;28;26;29;
2216013;"Dzierzgoń (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;7;
2216022;"Mikołajki Pomorskie (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2216032;"Stary Dzierzgoń (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2216042;"Stary Targ (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2216053;"Sztum (3)";;;;;;;;;;;;;;;;;;;;;;;;;15;12;
2261000;"Powiat m. Gdańsk";;;;;;;;;;;;;626;667;580;532;505;503;521;552;462;397;383;336;337;319;
2261011;"Gdańsk (1)";;;;;;;;;;;;;;;;;;;;;;;;;337;319;
2262000;"Powiat m. Gdynia";;;;;;;;;;;;;222;233;159;166;138;148;184;169;176;137;134;126;114;97;
2262011;"Gdynia (1)";;;;;;;;;;;;;;;;;;;;;;;;;114;97;
2263000;"Powiat m. Słupsk";;;;;;;;;;;;;112;103;120;123;124;114;75;90;55;57;70;78;78;99;
2263011;"Słupsk (1)";;;;;;;;;;;;;;;;;;;;;;;;;78;99;
2264000;"Powiat m. Sopot";;;;;;;;;;;;;53;41;26;41;29;41;32;29;32;23;19;9;18;17;
2264011;"Sopot (1)";;;;;;;;;;;;;;;;;;;;;;;;;18;17;
2400000;"ŚLĄSKIE";;6898;6496;6421;6379;7046;6355;6179;6320;5903;5565;5015;5041;4683;4529;4360;3792;3650;3502;3222;2965;2383;2203;1984;1888;1786;
2401000;"Powiat będziński";;;;;;;;;;;;;100;103;119;90;124;99;62;87;88;90;71;42;47;51;
2401011;"Będzin (1)";;;;;;;;;;;;;;;;;;;;;;;;;14;15;
2401021;"Czeladź (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;11;
2401031;"Wojkowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
2401042;"Bobrowniki (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;8;
2401052;"Mierzęcice (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2401062;"Psary (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2401073;"Siewierz (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;6;
